TIC;DATE;HOUR;MIN;SEC;HDG;PITCH;HEEL;LAT;LON;EP_TARGET_SPEED;EP_M_POWER;EP_M_ROT_SPEED;LA_SPEED_PWM;LA_CUR_POS_ADC_FILT;LA_TARG_POS_ADC;LA_CUR_ADC_FILT;LA_CUR_AM;RUD_CUR_POS_DEG;SBUS[0];SBUS[1];SBUS[2];SBUS[3]
463754;28.05.2021;11;44;12;-128.067;1.881;-85.944;59.9854117;30.167465;0;1;0;0;2324;2316;365;0;165.35;861;995;480;924
463854;28.05.2021;11;44;12;-128.158;1.422;-85.952;59.9854117;30.167465;0;1;0;0;2323;2316;363;0;165.35;861;995;480;924
463954;28.05.2021;11;44;12;-128.329;0.817;-86.237;59.9854117;30.167465;0;1;0;0;2325;2316;363;0;165.35;861;995;480;924
464054;28.05.2021;11;44;12;-128.473;0.384;-86.757;59.9854117;30.167465;0;1;0;0;2323;2316;364;0;165.35;861;995;480;924
464154;28.05.2021;11;44;12;-128.621;-0.036;-87.48;59.9854117;30.167465;0;1;0;0;2325;2316;364;0;165.35;861;995;480;924
464254;28.05.2021;11;44;12;-128.791;-0.333;-88.124;59.9854117;30.167465;0;1;0;0;2326;2316;364;0;165.35;861;995;480;924
464354;28.05.2021;11;44;12;-128.946;-0.43;-88.545;59.9854117;30.167465;0;1;0;0;2321;2316;363;0;165.35;861;995;480;924
464454;28.05.2021;11;44;13;-129.181;-0.311;-88.922;59.9854117;30.167465;0;1;0;0;2326;2316;363;0;165.35;861;995;480;924
464554;28.05.2021;11;44;13;-129.411;0.109;-89.012;59.9854119;30.1674643;0;1;0;0;2324;2316;364;0;165.35;861;995;480;924
464654;28.05.2021;11;44;13;-129.616;0.839;-88.874;59.9854119;30.1674643;0;1;0;0;2324;2316;365;0;165.35;861;995;480;924
464754;28.05.2021;11;44;13;-129.684;1.425;-88.631;59.9854119;30.1674643;0;1;0;0;2323;2316;363;0;165.35;861;995;480;924
464855;28.05.2021;11;44;13;-129.739;2.074;-88.207;59.9854119;30.1674643;0;1;0;0;2326;2316;364;0;165.35;861;995;480;924
464955;28.05.2021;11;44;13;-129.704;2.537;-87.694;59.9854119;30.1674643;0;1;0;0;2324;2316;363;0;165.35;861;995;480;924
465055;28.05.2021;11;44;13;-129.634;2.633;-87.289;59.9854119;30.1674643;0;1;0;0;2325;2316;366;0;165.35;861;995;480;924
465155;28.05.2021;11;44;13;-129.577;2.471;-87.034;59.9854119;30.1674643;0;1;0;0;2319;2316;364;0;165.35;861;995;480;924
465255;28.05.2021;11;44;13;-129.544;1.968;-86.821;59.9854119;30.1674643;0;1;0;0;2324;2316;364;0;165.35;861;995;480;924
465355;28.05.2021;11;44;13;-129.629;1.294;-86.681;59.9854107;30.1674664;0;1;0;0;2322;2316;362;0;165.35;861;995;480;924
465455;28.05.2021;11;44;14;-129.868;0.477;-86.578;59.9854107;30.1674664;0;1;0;0;2324;2316;364;0;165.35;861;995;480;924
465555;28.05.2021;11;44;14;-130.144;-0.046;-86.716;59.9854107;30.1674664;0;1;0;0;2325;2316;364;0;165.35;861;995;480;924
465655;28.05.2021;11;44;14;-130.303;-0.259;-87.019;59.9854107;30.1674664;0;1;0;0;2319;2318;364;0;165.35;861;999;480;925
465755;28.05.2021;11;44;14;-130.469;-0.358;-87.526;59.9854107;30.1674664;0;1;0;0;2326;2318;366;0;165.35;861;999;480;925
465855;28.05.2021;11;44;14;-130.572;-0.264;-88.13;59.9854107;30.1674664;0;1;0;0;2327;2318;365;0;165.35;861;999;480;925
465955;28.05.2021;11;44;14;-130.682;-0.087;-88.594;59.9854108;30.1674674;0;1;0;0;2323;2318;363;0;165.35;861;999;480;925
466055;28.05.2021;11;44;14;-130.796;0.191;-88.894;59.9854108;30.1674674;0;1;0;0;2320;2318;365;0;165.35;861;999;480;925
466155;28.05.2021;11;44;14;-130.903;0.434;-88.971;59.9854108;30.1674674;0;1;0;0;2323;2325;364;0;165.35;861;1001;480;928
466255;28.05.2021;11;44;14;-131.03;0.949;-88.956;59.9854108;30.1674674;0;1;0;0;2325;2325;364;0;165.35;861;1001;480;928
466355;28.05.2021;11;44;14;-131.033;1.476;-88.856;59.9854108;30.1674674;0;1;0;0;2327;2325;363;0;165.35;861;1001;480;928
466455;28.05.2021;11;44;15;-131.032;1.889;-88.617;59.9854106;30.167468;0;1;0;0;2325;2325;364;0;165.35;861;1001;480;928
466555;28.05.2021;11;44;15;-131.025;1.973;-88.284;59.9854106;30.167468;0;1;0;0;2326;2325;362;0;165.35;861;1001;480;928
466655;28.05.2021;11;44;15;-130.984;1.828;-87.982;59.9854106;30.167468;0;1;0;0;2322;2325;365;0;165.35;861;1001;480;928
466755;28.05.2021;11;44;15;-130.944;1.325;-87.525;59.9854106;30.167468;0;1;0;0;2325;2318;364;0;165.35;860;998;480;925
466855;28.05.2021;11;44;15;-130.888;0.709;-87.1;59.9854106;30.167468;0;1;0;0;2323;2318;365;0;165.35;860;998;480;925
466955;28.05.2021;11;44;15;-130.623;0.219;-86.827;59.9854108;30.1674666;0;1;0;0;2323;2318;362;0;165.35;860;998;480;925
467055;28.05.2021;11;44;15;-130.399;0.003;-86.779;59.9854108;30.1674666;0;1;0;0;2323;2318;362;0;165.35;860;998;480;925
467155;28.05.2021;11;44;15;-130.236;-0.021;-86.829;59.9854108;30.1674666;0;1;0;0;2321;2318;366;0;165.35;860;998;480;925
467255;28.05.2021;11;44;15;-130.001;0.172;-87.02;59.9854108;30.1674666;0;1;0;0;2324;2318;364;0;165.35;860;998;480;925
467355;28.05.2021;11;44;15;-129.747;0.563;-87.366;59.9854108;30.1674666;0;1;0;0;2323;2318;363;0;165.35;860;998;480;925
467455;28.05.2021;11;44;16;-129.52;0.968;-87.75;59.9854108;30.1674666;0;1;0;0;2324;2318;364;0;165.35;860;998;480;925
467555;28.05.2021;11;44;16;-129.254;1.308;-88.132;59.9854111;30.1674666;0;1;0;0;2325;2318;364;0;165.35;861;1003;480;925
467655;28.05.2021;11;44;16;-128.998;1.497;-88.401;59.9854111;30.1674666;0;1;0;0;2323;2318;364;0;165.35;861;1003;480;925
467755;28.05.2021;11;44;16;-128.636;1.648;-88.703;59.9854111;30.1674666;0;1;0;0;2324;2318;365;0;165.35;861;1003;480;925
467855;28.05.2021;11;44;16;-128.32;1.706;-88.898;59.9854109;30.1674665;0;1;0;0;2321;2325;364;0;165.35;861;998;481;928
467955;28.05.2021;11;44;16;-127.999;1.722;-88.965;59.9854109;30.1674665;0;1;0;0;2322;2325;362;0;165.35;861;998;481;928
468056;28.05.2021;11;44;16;-127.729;1.741;-88.812;59.9854109;30.1674665;0;1;0;0;2325;2325;364;0;165.35;861;998;481;928
468156;28.05.2021;11;44;16;-127.53;1.765;-88.535;59.9854109;30.1674665;0;1;0;0;2321;2325;364;0;165.35;861;998;481;928
468256;28.05.2021;11;44;16;-127.319;1.701;-88.046;59.9854109;30.1674665;0;1;0;0;2325;2325;363;0;165.35;861;998;481;928
468356;28.05.2021;11;44;16;-127.128;1.474;-87.385;59.9854109;30.1674665;0;1;0;0;2326;2325;363;0;165.35;861;998;481;928
468456;28.05.2021;11;44;17;-127.002;1.066;-86.719;59.9854109;30.1674665;0;1;0;0;2323;2325;364;0;165.35;861;998;481;928
468556;28.05.2021;11;44;17;-126.918;0.453;-86.043;59.9854109;30.1674665;0;1;0;0;2322;2325;364;0;165.35;861;998;481;928
468656;28.05.2021;11;44;17;-126.9;-0.083;-85.646;59.9854107;30.1674665;0;1;0;0;2320;2325;364;0;165.35;861;998;481;928
468756;28.05.2021;11;44;17;-126.866;-0.421;-85.538;59.9854107;30.1674665;0;1;0;0;2321;2325;363;0;165.35;861;998;481;928
468856;28.05.2021;11;44;17;-126.873;-0.63;-85.681;59.9854107;30.1674665;0;1;0;0;2324;2325;363;0;165.35;861;998;481;928
468956;28.05.2021;11;44;17;-127.026;-0.505;-86.16;59.9854107;30.1674665;0;1;0;0;2322;2325;364;0;165.35;861;998;481;928
469056;28.05.2021;11;44;17;-127.195;-0.158;-86.857;59.9854107;30.1674665;0;1;0;0;2325;2325;363;0;165.35;861;998;481;928
469156;28.05.2021;11;44;17;-127.428;0.258;-87.712;59.9854107;30.1674665;0;1;0;0;2323;2325;364;0;165.35;861;998;481;928
469256;28.05.2021;11;44;17;-127.598;0.628;-88.454;59.9854107;30.1674665;0;1;0;0;2325;2325;365;0;165.35;861;998;481;928
469356;28.05.2021;11;44;17;-127.755;1.155;-89.412;59.9854107;30.1674665;0;1;0;0;2327;2325;363;0;165.35;861;998;481;928
469456;28.05.2021;11;44;18;-127.878;1.642;-90.095;59.9854112;30.1674659;0;1;0;0;2326;2325;365;0;165.35;861;998;481;928
469556;28.05.2021;11;44;18;-127.924;2.135;-90.511;59.9854112;30.1674659;0;1;0;0;2327;2325;364;0;165.35;861;998;481;928
469657;28.05.2021;11;44;18;-127.888;2.495;-90.548;59.9854112;30.1674659;0;1;0;0;2321;2325;363;0;165.35;861;998;481;928
469757;28.05.2021;11;44;18;-127.816;2.666;-90.329;59.9854112;30.1674659;0;1;0;0;2324;2325;366;0;165.35;861;998;481;928
469858;28.05.2021;11;44;18;-127.722;2.64;-89.756;59.9854112;30.1674659;0;1;0;0;2322;2325;364;0;165.35;861;998;481;928
469958;28.05.2021;11;44;18;-127.631;2.261;-88.776;59.9854112;30.1674659;0;1;0;0;2322;2318;365;0;165.35;861;998;480;925
470058;28.05.2021;11;44;18;-127.61;1.641;-87.651;59.9854112;30.1674659;0;1;0;0;2326;2318;364;0;165.35;861;998;480;925
470159;28.05.2021;11;44;18;-127.622;0.818;-86.312;59.9854112;30.1674659;0;1;0;0;2322;2318;364;0;165.35;861;998;480;925
470259;28.05.2021;11;44;18;-127.782;0.105;-85.095;59.9854102;30.1674652;0;1;0;0;2322;2325;363;0;165.35;858;1003;480;928
470359;28.05.2021;11;44;18;-128.049;-0.476;-84.121;59.9854102;30.1674652;0;1;0;0;2324;2325;362;0;165.35;858;1003;480;928
470459;28.05.2021;11;44;19;-128.481;-0.826;-83.328;59.9854102;30.1674652;0;1;0;0;2324;2325;365;0;165.35;858;1003;480;928
470559;28.05.2021;11;44;19;-128.725;-0.416;-83.489;59.9854102;30.1674652;0;1;0;0;2324;2325;364;0;165.35;860;999;480;928
470659;28.05.2021;11;44;19;-128.783;0.13;-84.304;59.9854102;30.1674652;0;1;0;0;2324;2325;364;0;165.35;860;999;480;928
470759;28.05.2021;11;44;19;-128.802;0.685;-85.724;59.9854102;30.1674652;0;1;0;0;2323;2325;364;0;165.35;860;999;480;928
470861;28.05.2021;11;44;19;-128.774;0.994;-86.857;59.9854112;30.1674656;0;1;0;0;2324;2316;363;0;165.35;861;1001;480;924
470961;28.05.2021;11;44;19;-128.704;1.391;-88.846;59.9854112;30.1674656;0;1;0;0;2324;2316;364;0;165.35;861;1001;480;924
471061;28.05.2021;11;44;19;-128.616;1.667;-90.669;59.9854112;30.1674656;0;1;0;0;2322;2316;363;0;165.35;861;1001;480;924
471161;28.05.2021;11;44;19;-128.509;1.917;-92.318;59.9854112;30.1674656;0;1;0;0;2323;2316;363;0;165.35;861;1001;480;924
471261;28.05.2021;11;44;19;-128.447;2.013;-93.12;59.9854112;30.1674656;0;1;0;0;2326;2316;365;0;165.35;861;1001;480;924
471361;28.05.2021;11;44;19;-128.417;2.013;-93.104;59.9854112;30.1674656;0;1;0;0;2323;2316;364;0;165.35;861;1001;480;924
471461;28.05.2021;11;44;20;-128.457;1.877;-92.324;59.9854112;30.1674656;0;1;0;0;2324;2316;365;0;165.35;861;1001;480;924
471561;28.05.2021;11;44;20;-128.524;1.57;-90.699;59.9854112;30.1674656;0;1;0;0;2324;2316;365;0;165.35;861;1001;480;924
471662;28.05.2021;11;44;20;-128.721;1.126;-88.697;59.9854109;30.1674654;0;1;0;0;2323;2316;362;0;165.35;861;1001;480;924
471762;28.05.2021;11;44;20;-129.078;0.558;-86.248;59.9854109;30.1674654;0;1;0;0;2322;2316;365;0;165.35;861;1001;480;924
471862;28.05.2021;11;44;20;-129.532;0.184;-84.241;59.9854109;30.1674654;0;1;0;0;2324;2316;364;0;165.35;861;1001;480;924
471962;28.05.2021;11;44;20;-129.816;0.182;-83.121;59.9854109;30.1674654;0;1;0;0;2322;2316;366;0;165.35;861;1001;480;924
472062;28.05.2021;11;44;20;-130.017;0.506;-82.451;59.9854109;30.1674654;0;1;0;0;2325;2316;362;0;165.35;861;1001;480;924
472162;28.05.2021;11;44;20;-129.983;0.949;-82.516;59.9854109;30.1674654;0;1;0;0;2324;2325;364;0;165.35;860;1001;480;928
472262;28.05.2021;11;44;20;-129.765;1.206;-83.165;59.9854109;30.1674654;0;1;0;0;2322;2325;363;0;165.35;860;1001;480;928
472362;28.05.2021;11;44;20;-129.444;1.211;-84.387;59.9854109;30.1674654;0;1;0;0;2325;2325;364;0;165.35;860;1001;480;928
472464;28.05.2021;11;44;21;-129.193;1.081;-85.509;59.9854112;30.1674657;0;1;0;0;2323;2325;365;0;165.35;860;1001;480;928
472565;28.05.2021;11;44;21;-128.901;0.864;-87.077;59.9854112;30.1674657;0;1;0;0;2322;2325;363;0;165.35;860;1001;480;928
472665;28.05.2021;11;44;21;-128.594;0.684;-88.824;59.9854112;30.1674657;0;1;0;0;2322;2325;364;0;165.35;860;1001;480;928
472765;28.05.2021;11;44;21;-128.32;0.658;-90.236;59.9854112;30.1674657;0;1;0;0;2323;2325;364;0;165.35;860;1001;480;928
472865;28.05.2021;11;44;21;-128.054;0.776;-91.218;59.9854112;30.1674657;0;1;0;0;2319;2325;364;0;165.35;860;1001;480;928
472965;28.05.2021;11;44;21;-127.648;1.042;-92.207;59.9854112;30.1674657;0;1;0;0;2322;2325;364;0;165.35;860;1001;480;928
473065;28.05.2021;11;44;21;-127.299;1.303;-92.606;59.9854112;30.1674657;0;1;0;0;2324;2325;364;0;165.35;860;1001;480;928
473165;28.05.2021;11;44;21;-126.985;1.421;-92.337;59.9854112;30.1674657;0;1;0;0;2321;2325;364;0;165.35;860;1001;480;928
473266;28.05.2021;11;44;21;-126.838;1.309;-91.418;59.9854115;30.167465;0;1;0;0;2328;2325;365;0;165.35;860;1001;480;928
473366;28.05.2021;11;44;21;-126.9;1.052;-90.248;59.9854115;30.167465;0;1;0;0;2319;2325;365;0;165.35;860;1001;480;928
473466;28.05.2021;11;44;22;-127.168;0.631;-88.492;59.9854115;30.167465;0;1;0;0;2326;2325;364;0;165.35;860;1001;480;928
473566;28.05.2021;11;44;22;-127.538;0.295;-86.586;59.9854108;30.1674653;0;1;0;0;2321;2325;364;0;165.35;860;999;481;928
473666;28.05.2021;11;44;22;-127.932;0.228;-85.141;59.9854108;30.1674653;0;1;0;0;2323;2325;363;0;165.35;860;999;481;928
473766;28.05.2021;11;44;22;-128.297;0.411;-84.018;59.9854108;30.1674653;0;1;0;0;2322;2325;365;0;165.35;860;999;481;928
473866;28.05.2021;11;44;22;-128.571;0.658;-83.561;59.9854118;30.167465;0;1;0;0;2323;2325;364;0;165.35;858;998;480;928
473966;28.05.2021;11;44;22;-128.897;1.044;-83.451;59.9854118;30.167465;0;1;0;0;2323;2325;366;0;165.35;861;996;476;928
474066;28.05.2021;11;44;22;-129.226;1.448;-83.88;59.9854118;30.167465;0;1;0;0;2326;2325;365;0;165.35;861;996;476;928
474166;28.05.2021;11;44;22;-129.364;1.707;-84.643;59.9854118;30.167465;0;1;0;0;2322;2325;365;0;165.35;861;996;476;928
474266;28.05.2021;11;44;22;-129.273;1.879;-85.669;59.9854118;30.167465;0;1;0;0;2323;2325;365;0;165.35;861;996;476;928
474366;28.05.2021;11;44;22;-128.991;1.942;-86.595;59.9854118;30.167465;0;1;0;0;2322;2325;364;0;165.35;861;996;476;928
474466;28.05.2021;11;44;23;-128.535;1.963;-87.906;59.9854118;30.167465;0;1;0;0;2323;2325;364;0;165.35;861;996;476;928
474566;28.05.2021;11;44;23;-128.215;1.86;-88.943;59.9854118;30.167465;0;1;0;0;2324;2325;365;0;165.35;861;996;476;928
474667;28.05.2021;11;44;23;-127.98;1.669;-89.736;59.9854121;30.1674644;0;1;0;0;2323;2325;363;0;165.35;861;996;476;928
474767;28.05.2021;11;44;23;-127.817;1.556;-90.1;59.9854121;30.1674644;0;1;0;0;2321;2325;363;0;165.35;861;996;476;928
474867;28.05.2021;11;44;23;-127.72;1.441;-90.098;59.9854121;30.1674644;0;1;0;0;2326;2325;363;0;165.35;861;996;476;928
474967;28.05.2021;11;44;23;-127.646;1.289;-89.831;59.9854121;30.1674644;0;1;0;0;2325;2325;364;0;165.35;861;996;476;928
475067;28.05.2021;11;44;23;-127.674;0.83;-89.09;59.9854121;30.1674644;0;1;0;0;2327;2325;363;0;165.35;861;996;476;928
475167;28.05.2021;11;44;23;-127.831;0.337;-88.309;59.9854121;30.1674644;0;1;0;0;2322;2325;364;0;165.35;861;996;476;928
475267;28.05.2021;11;44;23;-127.996;0.018;-87.83;59.9854121;30.1674644;0;1;0;0;2326;2325;363;0;165.35;861;999;480;928
475367;28.05.2021;11;44;23;-128.218;-0.12;-87.56;59.9854121;30.1674644;0;1;0;0;2326;2325;365;0;165.35;861;999;480;928
475467;28.05.2021;11;44;24;-128.444;-0.135;-87.427;59.9854121;30.1674644;0;1;0;0;2324;2325;365;0;165.35;861;999;480;928
475567;28.05.2021;11;44;24;-128.719;-0.034;-87.362;59.9854121;30.1674644;0;1;0;0;2324;2325;364;0;165.35;861;999;480;928
475667;28.05.2021;11;44;24;-129.028;0.236;-87.385;59.9854121;30.1674644;0;1;0;0;2320;2325;364;0;165.35;861;999;480;928
475767;28.05.2021;11;44;24;-129.325;0.681;-87.478;59.9854114;30.1674643;0;1;0;0;2324;2325;364;0;165.35;861;999;480;928
475867;28.05.2021;11;44;24;-129.561;1.101;-87.622;59.9854114;30.1674643;0;1;0;0;2321;2325;365;0;165.35;861;999;480;928
475967;28.05.2021;11;44;24;-129.781;1.386;-87.744;59.9854114;30.1674643;0;1;0;0;2322;2325;366;0;165.35;861;999;480;928
476067;28.05.2021;11;44;24;-130.119;1.701;-87.896;59.9854116;30.1674657;0;1;0;0;2322;2318;365;0;165.35;864;998;480;925
476167;28.05.2021;11;44;24;-130.431;1.955;-87.997;59.9854116;30.1674657;0;1;0;0;2327;2318;364;0;165.35;864;998;480;925
476267;28.05.2021;11;44;24;-130.748;2.213;-88.033;59.9854116;30.1674657;0;1;0;0;2323;2318;363;0;165.35;864;998;480;925
476367;28.05.2021;11;44;24;-130.986;2.381;-87.975;59.9854116;30.1674657;0;1;0;0;2322;2325;366;0;165.35;864;999;481;928
476467;28.05.2021;11;44;25;-131.107;2.404;-87.848;59.9854116;30.1674657;0;1;0;0;2326;2325;364;0;165.35;864;999;481;928
476567;28.05.2021;11;44;25;-131.281;2.212;-87.571;59.9854116;30.1674654;0;1;0;0;2322;2325;365;0;165.35;864;999;481;928
476667;28.05.2021;11;44;25;-131.33;1.827;-87.162;59.9854116;30.1674654;0;1;0;0;2323;2325;362;0;165.35;864;999;481;928
476767;28.05.2021;11;44;25;-131.089;1.525;-86.839;59.9854116;30.1674654;0;1;0;0;2325;2325;364;0;165.35;864;999;481;928
476867;28.05.2021;11;44;25;-130.641;1.255;-86.611;59.9854118;30.1674649;0;1;0;0;2325;2325;364;0;165.35;864;1001;480;928
476967;28.05.2021;11;44;25;-130.425;0.993;-86.47;59.9854118;30.1674649;0;1;0;0;2324;2318;365;0;165.35;864;998;480;925
477067;28.05.2021;11;44;25;-130.198;0.7;-86.494;59.9854118;30.1674649;0;1;0;0;2327;2318;363;0;165.35;864;998;480;925
477168;28.05.2021;11;44;25;-130.004;0.491;-86.805;59.9854119;30.1674648;0;1;0;0;2323;2318;366;0;165.35;864;996;481;925
477268;28.05.2021;11;44;25;-129.76;0.366;-87.464;59.9854119;30.1674648;0;1;0;0;2320;2318;364;0;165.35;864;996;481;925
477368;28.05.2021;11;44;25;-129.457;0.217;-88.153;59.9854119;30.1674648;0;1;0;0;2321;2318;365;0;165.35;864;996;481;925
477469;28.05.2021;11;44;26;-129.197;0.056;-88.637;59.9854119;30.1674649;0;1;0;0;2325;2325;365;0;165.35;859;999;480;928
477569;28.05.2021;11;44;26;-128.985;-0.124;-89.081;59.9854119;30.1674649;0;1;0;0;2325;2325;363;0;165.35;859;999;480;928
477669;28.05.2021;11;44;26;-128.904;-0.155;-89.389;59.9854119;30.1674649;0;1;0;0;2320;2325;364;0;165.35;859;999;480;928
477769;28.05.2021;11;44;26;-128.898;0.037;-89.644;59.9854119;30.1674649;0;1;0;0;2324;2318;363;0;165.35;860;998;480;925
477870;28.05.2021;11;44;26;-128.919;0.556;-89.843;59.9854119;30.1674649;0;1;0;0;2324;2318;365;0;165.35;860;998;480;925
477970;28.05.2021;11;44;26;-128.956;1.242;-89.641;59.9854119;30.1674649;0;1;0;0;2323;2318;364;0;165.35;860;998;480;925
478070;28.05.2021;11;44;26;-128.946;1.883;-89.293;59.9854115;30.1674655;0;1;0;0;2324;2318;365;0;165.35;860;998;480;925
478171;28.05.2021;11;44;26;-128.893;2.559;-88.745;59.9854115;30.1674655;0;1;0;0;2325;2318;363;0;165.35;860;998;480;925
478271;28.05.2021;11;44;26;-128.761;2.907;-88.094;59.9854115;30.1674655;0;1;0;0;2324;2318;363;0;165.35;860;998;480;925
478371;28.05.2021;11;44;26;-128.605;2.77;-87.535;59.9854115;30.1674655;0;1;0;0;2323;2318;365;0;165.35;860;998;480;925
478471;28.05.2021;11;44;27;-128.411;2.175;-87.02;59.9854115;30.1674655;0;1;0;0;2323;2318;362;0;165.35;860;998;480;925
478571;28.05.2021;11;44;27;-128.321;1.556;-86.73;59.9854112;30.1674654;0;1;0;0;2322;2325;364;0;165.35;861;998;480;928
478671;28.05.2021;11;44;27;-128.263;0.782;-86.482;59.9854112;30.1674654;0;1;0;0;2326;2325;365;0;165.35;861;998;480;928
478771;28.05.2021;11;44;27;-128.223;0.18;-86.368;59.9854112;30.1674654;0;1;0;0;2325;2325;363;0;165.35;861;998;480;928
478871;28.05.2021;11;44;27;-128.246;-0.118;-86.358;59.9854112;30.1674654;0;1;0;0;2322;2325;365;0;165.35;861;998;480;928
478971;28.05.2021;11;44;27;-128.385;-0.236;-86.386;59.9854112;30.1674654;0;1;0;0;2323;2325;363;0;165.35;861;998;480;928
479071;28.05.2021;11;44;27;-128.463;-0.274;-86.379;59.9854112;30.1674654;0;1;0;0;2325;2325;363;0;165.35;861;998;480;928
479171;28.05.2021;11;44;27;-128.459;-0.242;-86.361;59.9854115;30.1674652;0;1;0;0;2324;2325;364;0;165.35;861;999;480;928
479271;28.05.2021;11;44;27;-128.283;-0.125;-86.327;59.9854115;30.1674652;0;1;0;0;2321;2325;364;0;165.35;861;999;480;928
479371;28.05.2021;11;44;27;-128.073;0.121;-86.297;59.9854115;30.1674652;0;1;0;0;2323;2325;363;0;165.35;861;999;480;928
479471;28.05.2021;11;44;28;-127.937;0.528;-86.328;59.9854114;30.1674651;0;1;0;0;2325;2318;364;0;165.35;861;999;480;925
479571;28.05.2021;11;44;28;-127.805;0.962;-86.493;59.9854114;30.1674651;0;1;0;0;2321;2325;365;0;165.35;860;993;481;928
479671;28.05.2021;11;44;28;-127.645;1.611;-86.856;59.9854114;30.1674651;0;1;0;0;2325;2325;364;0;165.35;860;993;481;928
479771;28.05.2021;11;44;28;-127.436;2.19;-87.379;59.9854115;30.1674645;0;1;0;0;2324;2318;364;0;165.35;858;998;481;925
479871;28.05.2021;11;44;28;-127.3;2.365;-87.872;59.9854115;30.1674645;0;1;0;0;2323;2318;364;0;165.35;858;998;481;925
479971;28.05.2021;11;44;28;-127.184;2.17;-88.345;59.9854115;30.1674645;0;1;0;0;2323;2318;364;0;165.35;858;998;481;925
480071;28.05.2021;11;44;28;-127.087;1.812;-88.668;59.9854115;30.1674645;0;1;0;0;2324;2318;365;0;165.35;858;998;481;925
480171;28.05.2021;11;44;28;-126.912;1.325;-89.03;59.9854115;30.1674645;0;1;0;0;2324;2318;363;0;165.35;858;998;481;925
480271;28.05.2021;11;44;28;-126.855;1.115;-89.217;59.9854115;30.1674645;0;1;0;0;2324;2318;363;0;165.35;858;998;481;925
480371;28.05.2021;11;44;28;-127.041;1.168;-89.196;59.9854115;30.1674645;0;1;0;0;2324;2318;365;0;165.35;858;998;481;925
480471;28.05.2021;11;44;29;-127.357;1.269;-88.944;59.9854115;30.1674645;0;1;0;0;2322;2318;363;0;165.35;858;998;481;925
480571;28.05.2021;11;44;29;-127.657;1.243;-88.645;59.9854115;30.1674645;0;1;0;0;2324;2318;365;0;165.35;858;998;481;925
480671;28.05.2021;11;44;29;-128.089;0.97;-88.138;59.9854115;30.1674645;0;1;0;0;2325;2318;364;0;165.35;858;998;481;925
480771;28.05.2021;11;44;29;-128.488;0.566;-87.69;59.9854115;30.1674645;0;1;0;0;2323;2318;364;0;165.35;858;998;481;925
480871;28.05.2021;11;44;29;-129.003;0.108;-87.303;59.9854112;30.167464;0;1;0;0;2324;2325;364;0;165.35;859;999;480;928
480971;28.05.2021;11;44;29;-129.387;-0.073;-87.122;59.9854112;30.167464;0;1;0;0;2321;2325;364;0;165.35;859;999;480;928
481071;28.05.2021;11;44;29;-129.951;0.035;-87.013;59.9854112;30.167464;0;1;0;0;2326;2325;364;0;165.35;859;999;480;928
481171;28.05.2021;11;44;29;-130.563;0.64;-86.999;59.9854112;30.167464;0;1;0;0;2326;2325;362;0;165.35;861;999;476;928
481271;28.05.2021;11;44;29;-131.024;1.457;-87.064;59.9854112;30.167464;0;1;0;0;2327;2325;362;0;165.35;861;999;476;928
481371;28.05.2021;11;44;29;-131.277;2.114;-87.177;59.9854112;30.167464;0;1;0;0;2326;2325;364;0;165.35;861;999;476;928
481471;28.05.2021;11;44;30;-131.466;2.785;-87.43;59.9854107;30.1674651;0;1;0;0;2320;2325;364;0;165.35;861;999;476;928
481571;28.05.2021;11;44;30;-131.514;2.985;-87.707;59.9854107;30.1674651;0;1;0;0;2325;2325;367;0;165.35;861;999;476;928
481671;28.05.2021;11;44;30;-131.508;2.716;-88;59.9854107;30.1674651;0;1;0;0;2322;2325;365;0;165.35;861;999;476;928
481771;28.05.2021;11;44;30;-131.51;2.119;-88.179;59.9854107;30.1674651;0;1;0;0;2323;2325;365;0;165.35;861;999;476;928
481871;28.05.2021;11;44;30;-131.591;1.42;-88.159;59.9854107;30.1674651;0;1;0;0;2326;2325;365;0;165.35;861;999;476;928
481971;28.05.2021;11;44;30;-131.923;0.244;-87.722;59.9854108;30.167465;0;1;0;0;2323;2318;364;0;165.35;861;1001;481;925
482071;28.05.2021;11;44;30;-132.116;-0.459;-87.366;59.9854108;30.167465;0;1;0;0;2322;2318;364;0;165.35;861;1001;481;925
482171;28.05.2021;11;44;30;-131.954;-0.472;-87.38;59.9854108;30.167465;0;1;0;0;2323;2318;364;0;165.35;861;1001;481;925
482272;28.05.2021;11;44;30;-131.892;-0.305;-87.408;59.9854108;30.167465;0;1;0;0;2325;2318;363;0;165.35;861;1001;481;925
482372;28.05.2021;11;44;30;-131.931;-0.058;-87.263;59.9854108;30.167465;0;1;0;0;2326;2318;364;0;165.35;861;1001;481;925
482472;28.05.2021;11;44;31;-131.931;0.201;-87.074;59.9854108;30.167465;0;1;0;0;2323;2318;364;0;165.35;861;1001;481;925
482572;28.05.2021;11;44;31;-131.74;0.508;-87.091;59.9854108;30.167465;0;1;0;0;2322;2318;365;0;165.35;861;1001;481;925
482672;28.05.2021;11;44;31;-131.442;0.791;-87.303;59.9854108;30.167465;0;1;0;0;2321;2318;364;0;165.35;861;1001;481;925
482774;28.05.2021;11;44;31;-131.271;0.957;-87.532;59.9854111;30.1674661;0;1;0;0;2328;2325;364;0;165.35;861;998;480;928
