TIC;DATE;HOUR;MIN;SEC;HDG;PITCH;HEEL;LAT;LON;EP_TARGET_SPEED;EP_M_POWER;EP_M_ROT_SPEED;LA_SPEED_PWM;LA_CUR_POS_ADC_FILT;LA_TARG_POS_ADC;LA_CUR_ADC_FILT;LA_CUR_AM;RUD_CUR_POS_DEG;SBUS[0];SBUS[1];SBUS[2];SBUS[3]
502;01.01.2000;0;0;0;0;0;0;0;0;0;1;0;0;2367;2327;26;0;165.35;861;999;476;929
603;01.01.2000;0;0;0;0;0;0;0;0;0;1;0;0;2367;2327;29;0;165.35;861;999;476;929
703;01.01.2000;0;0;0;0;0;0;0;0;0;1;0;0;2371;2325;28;0;165.35;865;996;480;928
803;01.01.2000;0;0;0;0;0;0;0;0;0;1;0;0;2371;2325;31;0;165.35;865;996;480;928
903;01.01.2000;0;0;0;0;0;0;0;0;0;1;0;0;2368;2325;32;0;165.35;865;996;480;928
1003;01.01.2000;0;0;1;0;0;0;0;0;0;1;0;0;2369;2327;32;0;165.35;864;999;476;929
1103;01.01.2000;0;0;1;0;0;0;0;0;0;1;0;0;2368;2327;33;0;165.35;864;999;476;929
1203;01.01.2000;0;0;1;0;0;0;0;0;0;1;0;0;2369;2327;34;0;165.35;864;999;476;929
1303;01.01.2000;0;0;1;0;0;0;0;0;0;1;0;0;2365;2325;35;0;165.35;864;999;476;928
1403;01.01.2000;0;0;1;0;0;0;0;0;0;1;0;0;2366;2325;35;0;165.35;864;999;476;928
1504;01.01.2000;0;0;1;0;0;0;0;0;0;1;0;0;2367;2325;36;0;165.35;864;999;476;928
1604;01.01.2000;0;0;1;0;0;0;0;0;0;1;0;0;2371;2325;39;0;165.35;864;999;476;928
1704;01.01.2000;0;0;1;0;0;0;0;0;0;1;0;0;2367;2325;40;0;165.35;864;999;476;928
1804;01.01.2000;0;0;1;0;0;0;0;0;0;1;0;0;2371;2325;40;0;165.35;864;999;476;928
1904;01.01.2000;0;0;1;0;0;0;0;0;0;1;0;0;2369;2325;42;0;165.35;864;999;476;928
2005;01.01.2000;0;0;2;0;0;0;0;0;0;1;0;0;2367;2325;40;0;165.35;864;999;476;928
2105;01.01.2000;0;0;2;0;0;0;0;0;0;1;0;0;2369;2325;42;0;165.35;864;998;476;928
2205;01.01.2000;0;0;2;0;0;0;0;0;0;1;0;0;2366;2327;44;0;165.35;864;999;476;929
2305;01.01.2000;0;0;2;0;0;0;0;0;0;1;0;0;2370;2327;47;0;165.35;864;999;476;929
2405;01.01.2000;0;0;2;0;0;0;0;0;0;1;0;0;2368;2327;46;0;165.35;864;999;476;929
2505;01.01.2000;0;0;2;0;0;0;0;0;0;1;0;0;2369;2327;47;0;165.35;864;999;476;929
2606;01.01.2000;0;0;2;0;0;0;0;0;0;1;0;0;2369;2327;50;0;165.35;864;999;476;929
2706;01.01.2000;0;0;2;0;0;0;0;0;0;1;0;0;2368;2325;51;0;165.35;864;996;480;928
2807;01.01.2000;0;0;2;0;0;0;0;0;0;1;0;0;2368;2325;51;0;165.35;864;996;480;928
2907;01.01.2000;0;0;2;0;0;0;0;0;0;1;0;0;2368;2325;51;0;165.35;864;996;480;928
3007;01.01.2000;0;0;3;0;0;0;0;0;0;1;0;0;2368;2327;54;0;165.35;864;1001;476;929
3107;01.01.2000;0;0;3;0;0;0;0;0;0;1;0;0;2369;2327;54;0;165.35;864;1001;476;929
3207;01.01.2000;0;0;3;0;0;0;0;0;0;1;0;0;2365;2327;55;0;165.35;864;1001;476;929
3307;01.01.2000;0;0;3;0;0;0;59.9853802;30.1675912;0;1;0;0;2368;2329;57;0;165.35;864;998;476;930
3407;01.01.2000;0;0;3;0;0;0;59.9853802;30.1675912;0;1;0;0;2369;2329;56;0;165.35;864;998;476;930
3507;01.01.2000;0;0;3;0;0;0;59.9853802;30.1675912;0;1;0;0;2368;2329;59;0;165.35;864;998;476;930
3607;01.01.2000;0;0;3;0;0;0;59.9853802;30.1675912;0;1;0;0;2370;2327;59;0;165.35;864;996;476;929
3707;01.01.2000;0;0;3;0;0;0;59.9853802;30.1675912;0;1;0;0;2369;2327;60;0;165.35;864;996;476;929
3807;01.01.2000;0;0;3;0;0;0;59.9853802;30.1675912;0;1;0;0;2371;2327;59;0;165.35;864;996;476;929
3907;01.01.2000;0;0;3;0;0;0;59.9853802;30.1675912;0;1;0;0;2369;2327;62;0;165.35;864;998;476;929
4007;01.01.2000;0;0;4;0;0;0;59.9853802;30.1675912;0;1;0;0;2370;2327;63;0;165.35;864;998;476;929
4107;01.01.2000;0;0;4;0;0;0;59.9853802;30.1675912;0;1;0;0;2366;2327;63;0;165.35;864;998;476;929
4207;01.01.2000;0;0;4;0;0;0;59.9853802;30.1675912;0;1;0;0;2365;2327;65;0;165.35;864;999;480;929
4307;01.01.2000;0;0;4;0;0;0;59.9853802;30.1675912;0;1;0;0;2371;2327;65;0;165.35;864;999;480;929
4407;01.01.2000;0;0;4;0;0;0;59.9853802;30.1675912;0;1;0;0;2372;2327;67;0;165.35;864;999;480;929
4507;01.01.2000;0;0;4;0;0;0;59.9853802;30.1675912;0;1;0;0;2368;2325;66;0;165.35;864;998;476;928
4607;01.01.2000;0;0;4;0;0;0;59.9853802;30.1675912;0;1;0;0;2369;2325;68;0;165.35;864;998;476;928
4707;01.01.2000;0;0;4;0;0;0;59.9853802;30.1675912;0;1;0;0;2369;2325;69;0;165.35;864;1001;476;928
4807;01.01.2000;0;0;4;0;0;0;59.9853802;30.1675912;1;1;0;0;2369;2327;71;0;165.35;864;998;480;929
4907;01.01.2000;0;0;4;0;0;0;59.9853802;30.1675912;0;1;0;0;2371;2327;72;0;165.35;864;998;480;929
5007;01.01.2000;0;0;5;0;0;0;59.9853802;30.1675912;0;1;0;0;2369;2327;72;0;165.35;864;998;476;929
5107;01.01.2000;0;0;5;0;0;0;59.9853802;30.1675912;0;1;0;0;2368;2327;72;0;165.35;864;998;476;929
5207;01.01.2000;0;0;5;0;0;0;59.9853802;30.1675912;0;1;0;0;2370;2327;75;0;165.35;864;998;476;929
5308;01.01.2000;0;0;5;0;0;0;59.9853802;30.1675912;0;1;0;0;2372;2329;75;0;165.35;864;996;476;930
5408;01.01.2000;0;0;5;-61.426;12.842;-35.146;59.9853802;30.1675912;0;1;0;0;2370;2329;75;0;165.35;864;996;476;930
5508;01.01.2000;0;0;5;-104.133;11.744;-66.816;59.9853802;30.1675912;0;1;0;0;2370;2329;76;0;165.35;864;996;476;930
5609;01.01.2000;0;0;5;-120.667;5.766;-79.53;59.9853802;30.1675912;0;1;0;0;2371;2329;78;0;165.35;864;996;476;930
5709;01.01.2000;0;0;5;-126.223;2.787;-83.548;59.9853802;30.1675912;0;1;0;0;2367;2329;78;0;165.35;864;996;476;930
5809;01.01.2000;0;0;5;-128.469;1.407;-85.396;59.9853802;30.1675912;0;1;0;0;2372;2329;77;0;165.35;864;996;476;930
5909;01.01.2000;0;0;5;-128.856;0.954;-86.325;59.9853802;30.1675912;0;1;0;0;2373;2327;82;0;165.35;865;996;476;929
6009;01.01.2000;0;0;6;-129.287;0.915;-87.425;59.9853802;30.1675912;1;1;0;0;2369;2327;80;0;165.35;865;996;476;929
6109;01.01.2000;0;0;6;-129.075;0.98;-88.127;59.9853802;30.1675912;0;1;0;0;2369;2327;83;0;165.35;865;996;476;929
6209;01.01.2000;0;0;6;-128.812;1.117;-88.735;59.9853802;30.1675912;0;1;0;0;2367;2327;83;0;165.35;865;996;476;929
6310;01.01.2000;0;0;6;-128.8;1.269;-89.29;59.9853802;30.1675912;0;1;0;0;2372;2327;85;0;165.35;865;996;476;929
6410;01.01.2000;0;0;6;-128.604;1.391;-89.814;59.9853802;30.1675912;0;1;0;0;2369;2327;84;0;165.35;865;996;476;929
6510;01.01.2000;0;0;6;-128.152;1.471;-90.263;59.9853802;30.1675912;0;1;0;0;2367;2327;87;0;165.35;865;996;476;929
6611;01.01.2000;0;0;6;-128.131;1.412;-90.364;59.9853802;30.1675912;0;1;0;0;2369;2327;87;0;165.35;865;996;476;929
6711;01.01.2000;0;0;6;-128.286;1.192;-90.105;59.9853802;30.1675912;0;1;0;0;2372;2327;87;0;165.35;865;996;476;929
6811;01.01.2000;0;0;6;-128.418;1.106;-89.711;59.9853802;30.1675912;0;1;0;0;2373;2327;89;0;165.35;865;996;476;929
6911;01.01.2000;0;0;6;-128.574;1.256;-89.296;59.9853802;30.1675912;0;1;0;0;2371;2327;89;0;165.35;865;996;476;929
7011;01.01.2000;0;0;7;-128.867;1.393;-88.776;59.9853802;30.1675912;0;1;0;0;2368;2327;90;0;165.35;865;996;476;929
7111;01.01.2000;0;0;7;-129.048;1.487;-87.908;59.9853802;30.1675912;0;1;0;0;2371;2327;89;0;165.35;865;996;476;929
7211;01.01.2000;0;0;7;-129.408;1.492;-86.931;59.9853802;30.1675912;0;1;0;65535;2370;3451;91;0;165.35;864;998;476;1443
7312;01.01.2000;0;0;7;-129.993;1.415;-86.285;59.9853802;30.1675912;0;1;0;65535;2372;3453;93;0;165.35;864;996;476;1444
7412;01.01.2000;0;0;7;-129.969;1.573;-85.981;59.9853802;30.1675912;0;1;0;65535;2442;3453;94;0;165.35;864;996;476;1444
7512;01.01.2000;0;0;7;-130.097;1.307;-85.773;59.9853802;30.1675912;0;1;0;65535;2514;3473;94;0;165.35;864;995;476;1453
7612;01.01.2000;0;0;7;-130.118;1.189;-85.806;59.9853802;30.1675912;0;1;0;65535;2588;3473;96;0;165.35;864;995;476;1453
7713;01.01.2000;0;0;7;-130.206;1.002;-85.961;59.9853802;30.1675912;0;1;0;65535;2659;3473;95;0;165.35;864;995;476;1453
7813;01.01.2000;0;0;7;-130.131;0.994;-86.477;59.9853802;30.1675912;0;1;0;65535;2735;3473;98;0;165.35;864;995;476;1453
7913;01.01.2000;0;0;7;-129.889;0.982;-86.989;59.9853802;30.1675912;0;1;0;65535;2805;3473;96;0;165.35;864;995;476;1453
8013;01.01.2000;0;0;8;-129.728;0.963;-87.395;59.9853802;30.1675912;0;1;0;63300;2886;3473;99;0;165.35;864;995;476;1453
8113;01.01.2000;0;0;8;-129.675;0.997;-87.881;59.9853802;30.1675912;0;1;0;55800;2954;3473;100;0;165.35;864;995;476;1453
8213;01.01.2000;0;0;8;-129.648;1.051;-88.217;59.9853802;30.1675912;0;1;0;49500;3028;3473;100;0;165.35;864;995;476;1453
8313;01.01.2000;0;0;8;-129.573;1.203;-88.464;59.9853802;30.1675912;0;1;0;-65535;3091;2327;102;0;165.35;864;998;476;929
8413;01.01.2000;0;0;8;-129.73;1.371;-88.567;59.9853802;30.1675912;0;1;0;-65535;3105;2327;101;0;165.35;864;998;476;929
8513;01.01.2000;0;0;8;-129.732;1.474;-88.573;59.9853802;30.1675912;0;1;0;-65535;3027;2327;102;0;165.35;864;998;476;929
8613;01.01.2000;0;0;8;-129.74;1.618;-88.541;59.9853802;30.1675912;0;1;0;-65535;2951;2327;104;0;165.35;864;998;476;929
8713;01.01.2000;0;0;8;-129.809;1.632;-88.407;59.9853802;30.1675912;0;1;0;-60800;2868;2327;105;0;165.35;864;998;476;929
8813;01.01.2000;0;0;8;-129.922;1.576;-88.236;59.9853802;30.1675912;0;1;0;-51100;2791;2327;106;0;165.35;864;998;476;929
8913;01.01.2000;0;0;8;-130.035;1.489;-88.078;59.9853802;30.1675912;0;1;0;-42000;2713;2327;107;0;165.35;864;998;476;929
9013;01.01.2000;0;0;9;-130.169;1.342;-87.866;59.9853802;30.1675912;0;1;0;-33900;2647;2327;107;0;165.35;864;998;476;929
9113;01.01.2000;0;0;9;-130.309;1.216;-87.686;59.9853802;30.1675912;0;1;0;-26700;2582;2327;108;0;165.35;864;998;476;929
9213;01.01.2000;0;0;9;-130.436;1.1;-87.567;59.9853802;30.1675912;0;1;0;-19800;2518;2327;109;0;165.35;864;998;476;929
9313;01.01.2000;0;0;9;-130.515;0.998;-87.51;59.9853802;30.1675912;0;1;0;-13400;2468;2327;110;0;165.35;864;998;476;929
9413;01.01.2000;0;0;9;-130.571;0.912;-87.517;59.9853802;30.1675912;0;1;0;-13107;2432;2327;111;0;165.35;864;998;476;929
9513;01.01.2000;0;0;9;-130.626;0.843;-87.608;59.9853802;30.1675912;0;1;0;-13107;2403;2327;111;0;165.35;864;998;476;929
9613;01.01.2000;0;0;9;-130.619;0.849;-87.777;59.9853802;30.1675912;0;1;0;-13107;2375;2327;111;0;165.35;864;998;476;929
9713;01.01.2000;0;0;9;-130.609;0.881;-88.006;59.9853802;30.1675912;0;1;0;-13107;2347;2327;113;0;165.35;864;998;476;929
9813;01.01.2000;0;0;9;-130.577;0.938;-88.201;59.9853802;30.1675912;0;1;0;0;2325;2327;113;0;165.35;864;998;476;929
9913;01.01.2000;0;0;9;-130.488;1.014;-88.329;59.9853802;30.1675912;0;1;0;0;2313;2327;114;0;165.35;864;998;476;929
10013;01.01.2000;0;0;10;-130.423;1.124;-88.403;59.9853802;30.1675912;0;1;0;0;2312;2327;115;0;165.35;864;998;476;929
10114;01.01.2000;0;0;10;-130.344;1.267;-88.371;59.9853802;30.1675912;0;1;0;0;2309;2327;116;0;165.35;864;998;476;929
10214;01.01.2000;0;0;10;-130.309;1.421;-88.264;59.9853802;30.1675912;15;1;0;0;2312;2327;115;0;165.35;864;1089;476;929
10314;01.01.2000;0;0;10;-130.285;1.531;-88.094;59.9853802;30.1675912;15;1;0;0;2314;2327;118;0;165.35;864;1089;476;929
10414;01.01.2000;0;0;10;-130.285;1.562;-87.984;59.9853802;30.1675912;14;1;0;0;2315;2327;119;0;165.35;864;1089;476;929
10514;01.01.2000;0;0;10;-130.319;1.556;-87.84;59.9853802;30.1675912;14;1;0;0;2315;2327;119;0;165.35;864;1089;476;929
10614;01.01.2000;0;0;10;-130.325;1.504;-87.785;59.9853802;30.1675912;14;1;0;0;2314;2327;119;0;165.35;864;1089;476;929
10714;01.01.2000;0;0;10;-130.363;1.402;-87.808;59.9853802;30.1675912;14;1;0;0;2311;2327;119;0;165.35;864;1089;476;929
10814;01.01.2000;0;0;10;-130.389;1.283;-87.903;59.9853802;30.1675912;14;1;0;0;2312;2327;122;0;165.35;864;1089;476;929
10914;01.01.2000;0;0;10;-130.372;1.177;-88.06;59.9853802;30.1675912;14;1;0;0;2312;2327;121;0;165.35;864;1089;476;929
11014;01.01.2000;0;0;11;-130.35;1.111;-88.202;59.9853802;30.1675912;14;1;1;0;2313;2327;123;0;165.35;864;1089;476;929
11115;01.01.2000;0;0;11;-130.305;1.07;-88.377;59.9853802;30.1675912;14;1;1;0;2311;2327;123;0;165.35;864;1089;476;929
11215;01.01.2000;0;0;11;-130.286;1.079;-88.481;59.9853802;30.1675912;14;1;1;0;2313;2327;124;0;165.35;864;1089;476;929
11315;01.01.2000;0;0;11;-130.23;1.148;-88.531;59.9853802;30.1675912;14;1;1;0;2312;2327;123;0;165.35;864;1089;476;929
11415;01.01.2000;0;0;11;-130.172;1.231;-88.488;59.9853802;30.1675912;14;1;1;0;2312;2327;125;0;165.35;864;1089;476;929
11515;01.01.2000;0;0;11;-130.134;1.284;-88.39;59.9853802;30.1675912;14;1;1;0;2313;2327;126;0;165.35;864;1089;476;929
11615;01.01.2000;0;0;11;-130.069;1.339;-88.207;59.9853802;30.1675912;14;1;1;0;2310;2327;125;0;165.35;864;1089;476;929
11715;01.01.2000;0;0;11;-130.025;1.343;-88.018;59.9853802;30.1675912;14;1;1;0;2314;2327;126;0;165.35;864;1089;476;929
11815;01.01.2000;0;0;11;-130.045;1.317;-87.838;59.9853802;30.1675912;14;1;1;0;2314;2327;127;0;165.35;864;1166;476;929
11917;01.01.2000;0;0;11;-130.07;1.294;-87.758;59.9853802;30.1675912;27;2;1;0;2314;2327;129;0;165.35;864;1166;476;929
12017;01.01.2000;0;0;12;-130.083;1.268;-87.736;59.9853802;30.1675912;27;2;1;0;2312;2327;129;0;165.35;864;1166;476;929
12117;01.01.2000;0;0;12;-130.135;1.236;-87.784;59.9853802;30.1675912;27;2;1;0;2311;2327;130;0;165.35;864;1166;476;929
12217;01.01.2000;0;0;12;-130.147;1.195;-87.869;59.9853802;30.1675912;27;2;1;0;2310;2327;129;0;165.35;864;1166;476;929
12317;01.01.2000;0;0;12;-130.175;1.153;-87.959;59.9853802;30.1675912;27;2;1;0;2311;2327;130;0;165.35;864;1166;476;929
12417;01.01.2000;0;0;12;-130.17;1.081;-88.08;59.9853802;30.1675912;27;2;1;0;2312;2327;132;0;165.35;864;1166;476;929
12517;01.01.2000;0;0;12;-130.132;1.043;-88.178;59.9853802;30.1675912;27;2;1;0;2311;2327;131;0;165.35;864;1166;476;929
12617;01.01.2000;0;0;12;-130.122;1.034;-88.24;59.9853802;30.1675912;27;2;1;0;2310;2327;131;0;165.35;864;1166;476;929
12717;01.01.2000;0;0;12;-130.157;1.024;-88.187;59.9853802;30.1675912;27;2;1;0;2312;2327;133;0;165.35;864;1166;476;929
12817;01.01.2000;0;0;12;-130.164;1.017;-88.068;59.9853802;30.1675912;27;30;1;0;2311;2327;134;0;165.35;864;1166;476;929
12917;01.01.2000;0;0;12;-130.176;1.077;-87.844;59.9853802;30.1675912;46;30;294;0;2310;2327;134;0;165.35;864;1289;476;929
13017;01.01.2000;0;0;13;-130.19;1.163;-87.594;59.9853802;30.1675912;46;30;294;0;2315;2327;134;0;165.35;864;1289;476;929
13117;01.01.2000;0;0;13;-130.205;1.274;-87.273;59.9853802;30.1675912;46;30;294;0;2310;2327;134;0;165.35;864;1289;476;929
13217;01.01.2000;0;0;13;-130.21;1.355;-87.036;59.9853802;30.1675912;50;30;294;0;2311;2325;137;0;165.35;864;1315;476;928
13317;01.01.2000;0;0;13;-130.19;1.412;-86.738;59.9853802;30.1675912;50;30;294;0;2314;2325;137;0;165.35;864;1315;476;928
13417;01.01.2000;0;0;13;-130.157;1.397;-86.454;59.9853802;30.1675912;50;30;294;0;2311;2325;137;0;165.35;864;1315;476;928
13517;01.01.2000;0;0;13;-130.141;1.33;-86.288;59.9853802;30.1675912;50;30;294;0;2316;2325;138;0;165.35;864;1315;476;928
13617;01.01.2000;0;0;13;-130.143;1.233;-86.235;59.9853802;30.1675912;50;30;294;0;2311;2325;139;0;165.35;864;1315;476;928
13717;01.01.2000;0;0;13;-130.145;1.096;-86.306;59.9853802;30.1675912;50;106;294;0;2311;2325;139;0;165.35;864;1315;476;928
13817;01.01.2000;0;0;13;-130.165;0.989;-86.522;59.9853802;30.1675912;50;106;493;0;2312;2325;141;0;165.35;864;1315;476;928
13917;01.01.2000;0;0;13;-130.145;0.948;-86.889;59.9853802;30.1675912;50;106;493;0;2311;2325;139;0;165.35;864;1315;476;928
14017;01.01.2000;0;0;14;-130.086;0.964;-87.275;59.9853802;30.1675912;50;106;493;0;2312;2325;141;0;165.35;864;1315;476;928
14117;01.01.2000;0;0;14;-130.032;0.994;-87.577;59.9853802;30.1675912;50;106;493;0;2308;2325;142;0;165.35;864;1315;476;928
14218;01.01.2000;0;0;14;-129.992;1.03;-87.836;59.9853802;30.1675912;50;106;493;0;2311;2325;141;0;165.35;864;1315;476;928
14318;01.01.2000;0;0;14;-129.941;1.065;-87.954;59.9853802;30.1675912;50;106;493;0;2311;2325;144;0;165.35;864;1315;476;928
14418;01.01.2000;0;0;14;-129.908;1.08;-87.858;59.9853802;30.1675912;50;106;493;0;2314;2325;144;0;165.35;864;1315;476;928
14518;01.01.2000;0;0;14;-129.965;1.068;-87.57;59.9853802;30.1675912;50;106;493;0;2313;2325;144;0;165.35;864;1315;476;928
14620;01.01.2000;0;0;14;-130.027;1.064;-87.295;59.9853802;30.1675912;50;106;493;0;2314;2325;145;0;165.35;864;1315;476;928
14720;01.01.2000;0;0;14;-130.149;1.086;-86.885;59.9853802;30.1675912;50;147;493;0;2311;2325;146;0;165.35;864;1315;476;928
14820;01.01.2000;0;0;14;-130.224;1.142;-86.531;59.9853802;30.1675912;50;147;539;0;2313;2325;147;0;165.35;864;1315;476;928
14920;01.01.2000;0;0;14;-130.247;1.238;-86.195;59.9853802;30.1675912;50;147;539;0;2309;2325;148;0;165.35;864;1315;476;928
15020;01.01.2000;0;0;15;-130.226;1.3;-86.025;59.9853802;30.1675912;50;147;539;0;2315;2329;148;0;165.35;861;1315;476;930
15120;01.01.2000;0;0;15;-130.175;1.327;-85.795;59.9853802;30.1675912;50;147;539;0;2316;2325;147;0;165.35;864;1312;476;928
15220;01.01.2000;0;0;15;-130.123;1.266;-85.633;59.9853802;30.1675912;50;147;539;0;2313;2325;149;0;165.35;864;1312;476;928
15320;01.01.2000;0;0;15;-130.106;1.187;-85.584;59.9853802;30.1675912;50;147;539;0;2312;2325;148;0;165.35;864;1312;476;928
15420;01.01.2000;0;0;15;-130.086;1.171;-85.708;59.9853802;30.1675912;50;147;539;0;2312;2325;148;0;165.35;864;1312;476;928
15521;01.01.2000;0;0;15;-130.054;1.19;-85.889;59.9853802;30.1675912;50;147;539;0;2309;2325;150;0;165.35;864;1312;476;928
15621;01.01.2000;0;0;15;-130.007;1.223;-86.181;59.9853802;30.1675912;50;154;539;0;2309;2325;151;0;165.35;864;1312;476;928
15721;01.01.2000;0;0;15;-129.906;1.247;-86.454;59.9853802;30.1675912;50;154;546;0;2311;2325;152;0;165.35;864;1312;476;928
15821;01.01.2000;0;0;15;-129.8;1.261;-86.721;59.9853802;30.1675912;50;154;546;0;2314;2325;152;0;165.35;864;1312;476;928
15921;01.01.2000;0;0;15;-129.729;1.255;-86.86;59.9853802;30.1675912;50;154;546;0;2309;2325;150;0;165.35;864;1312;476;928
16021;01.01.2000;0;0;16;-129.643;1.24;-86.967;59.9853802;30.1675912;50;154;546;0;2313;2325;152;0;165.35;864;1312;476;928
16121;01.01.2000;0;0;16;-129.564;1.189;-86.956;59.9853802;30.1675912;50;154;546;0;2312;2325;155;0;165.35;864;1321;476;928
16221;01.01.2000;0;0;16;-129.553;1.119;-86.853;59.9853802;30.1675912;51;154;546;0;2313;2325;155;0;165.35;864;1321;476;928
16321;01.01.2000;0;0;16;-129.468;1.044;-86.711;59.9853802;30.1675912;51;154;546;0;2315;2325;153;0;165.35;864;1321;476;928
16421;01.01.2000;0;0;16;-129.402;1.007;-86.639;59.9853802;30.1675912;51;154;546;0;2316;2325;156;0;165.35;864;1321;476;928
16521;01.01.2000;0;0;16;-129.361;0.988;-86.572;59.9853802;30.1675912;51;158;546;0;2308;2325;155;0;165.35;864;1321;476;928
16621;01.01.2000;0;0;16;-129.39;0.97;-86.539;59.9853802;30.1675912;51;158;554;0;2312;2325;157;0;165.35;864;1321;476;928
16721;01.01.2000;0;0;16;-129.464;0.927;-86.513;59.9853802;30.1675912;56;158;554;0;2312;2327;156;0;165.35;864;1355;476;929
16821;01.01.2000;0;0;16;-129.52;0.881;-86.533;59.9853802;30.1675912;56;158;554;0;2312;2327;157;0;165.35;864;1355;476;929
16921;01.01.2000;0;0;16;-129.563;0.822;-86.538;59.9853802;30.1675912;56;158;554;0;2317;2327;157;0;165.35;864;1355;476;929
17021;01.01.2000;0;0;17;-129.649;0.743;-86.554;59.9853802;30.1675912;56;158;554;0;2310;2327;159;0;165.35;864;1355;476;929
17121;01.01.2000;0;0;17;-129.667;0.731;-86.592;59.9853802;30.1675912;56;158;554;0;2314;2327;157;0;165.35;864;1355;476;929
17221;01.01.2000;0;0;17;-129.652;0.815;-86.678;59.9853802;30.1675912;56;158;554;0;2311;2327;159;0;165.35;864;1355;476;929
17321;01.01.2000;0;0;17;-129.641;0.942;-86.749;59.9853802;30.1675912;56;158;554;0;2314;2327;161;0;165.35;864;1355;476;929
17421;01.01.2000;0;0;17;-129.649;1.077;-86.811;59.9853802;30.1675912;56;185;554;0;2316;2327;160;0;165.35;864;1355;476;929
17521;01.01.2000;0;0;17;-129.614;1.27;-86.911;59.9853802;30.1675912;56;185;588;0;2309;2327;160;0;165.35;864;1355;476;929
17621;01.01.2000;0;0;17;-129.653;1.365;-86.898;59.9853802;30.1675912;56;185;588;0;2309;2327;160;0;165.35;864;1355;476;929
17721;01.01.2000;0;0;17;-129.625;1.456;-86.838;59.9853802;30.1675912;56;185;588;0;2312;2327;162;0;165.35;864;1355;476;929
17821;01.01.2000;0;0;17;-129.601;1.483;-86.754;59.9853802;30.1675912;56;185;588;0;2313;2327;163;0;165.35;864;1355;476;929
17922;01.01.2000;0;0;17;-129.608;1.452;-86.5;59.9853802;30.1675912;56;185;588;0;2314;2327;163;0;165.35;864;1355;476;929
18022;01.01.2000;0;0;18;-129.639;1.375;-86.169;59.9853802;30.1675912;56;185;588;0;2309;2327;164;0;165.35;864;1355;476;929
18122;01.01.2000;0;0;18;-129.686;1.329;-85.886;59.9853802;30.1675912;56;185;588;0;2314;2327;162;0;165.35;864;1355;476;929
18222;01.01.2000;0;0;18;-129.802;1.324;-85.638;59.9853802;30.1675912;56;185;588;0;2312;2327;165;0;165.35;864;1355;476;929
18322;01.01.2000;0;0;18;-129.87;1.37;-85.553;59.9853802;30.1675912;56;185;588;0;2313;2327;165;0;165.35;864;1355;476;929
18422;01.01.2000;0;0;18;-129.903;1.445;-85.499;59.9853802;30.1675912;56;193;588;0;2313;2327;166;0;165.35;864;1355;476;929
18522;01.01.2000;0;0;18;-129.856;1.447;-85.579;59.9853802;30.1675912;56;193;596;0;2308;2325;165;0;165.35;864;1389;476;928
18623;01.01.2000;0;0;18;-129.753;1.32;-85.706;59.9853802;30.1675912;62;193;596;0;2310;2325;168;0;165.35;864;1389;476;928
18723;01.01.2000;0;0;18;-129.654;1.165;-85.88;59.9853802;30.1675912;62;193;596;0;2316;2325;168;0;165.35;864;1389;476;928
18823;01.01.2000;0;0;18;-129.561;1.083;-86.09;59.9853802;30.1675912;62;193;596;0;2311;2325;169;0;165.35;864;1389;476;928
18923;01.01.2000;0;0;18;-129.502;0.993;-86.269;59.9853802;30.1675912;62;193;596;0;2312;2325;168;0;165.35;864;1389;476;928
19023;01.01.2000;0;0;19;-129.43;1.006;-86.43;59.9853802;30.1675912;62;193;596;0;2311;2325;170;0;165.35;864;1389;476;928
19123;01.01.2000;0;0;19;-129.386;1.066;-86.51;59.9853802;30.1675912;62;193;596;0;2308;2325;170;0;165.35;864;1389;476;928
19223;01.01.2000;0;0;19;-129.313;1.253;-86.651;59.9853802;30.1675912;62;193;596;0;2312;2325;170;0;165.35;864;1389;476;928
19323;01.01.2000;0;0;19;-129.332;1.313;-86.661;59.9853802;30.1675912;62;227;596;0;2310;2325;171;0;165.35;864;1389;476;928
19423;01.01.2000;0;0;19;-129.334;1.33;-86.696;59.9853802;30.1675912;62;227;635;0;2313;2325;172;0;165.35;864;1389;476;928
19523;01.01.2000;0;0;19;-129.34;1.238;-86.716;59.9853802;30.1675912;62;227;635;0;2315;2325;173;0;165.35;864;1389;476;928
19623;01.01.2000;0;0;19;-129.42;1.02;-86.689;59.9853802;30.1675912;62;227;635;0;2312;2325;172;0;165.35;864;1389;476;928
19723;01.01.2000;0;0;19;-129.496;0.816;-86.642;59.9853802;30.1675912;62;227;635;0;2311;2325;172;0;165.35;864;1389;476;928
19823;01.01.2000;0;0;19;-129.597;0.705;-86.622;59.9853802;30.1675912;62;227;635;0;2314;2325;174;0;165.35;864;1389;476;928
19923;01.01.2000;0;0;19;-129.769;0.668;-86.549;59.9853802;30.1675912;62;227;635;0;2312;2325;173;0;165.35;864;1389;476;928
20023;01.01.2000;0;0;20;-129.884;0.784;-86.522;59.9853802;30.1675912;62;227;635;0;2310;2325;175;0;165.35;864;1389;476;928
20123;01.01.2000;0;0;20;-129.932;1.009;-86.536;59.9853802;30.1675912;62;227;635;0;2315;2325;175;0;165.35;864;1389;476;928
20223;01.01.2000;0;0;20;-129.966;1.163;-86.509;59.9853802;30.1675912;62;237;635;0;2313;2325;175;0;165.35;864;1389;476;928
